thickness,ltt_name,adb,laser_power,material_type,machine_type,feedrate,focal_position,gas_pressure,failure
150,ST150MD0-N2H0-30-2,0.4,10000,16Mo3,L76,2.4,-12.1,2.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,16Mo3,L76,2.2,-12.1,1.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,16Mo3,L76,2.2,-10.6,4.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,16Mo3,L76,2.4,-10.6,2.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,16Mo3,L76,2.4,-10.6,4.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,S355J2sand,L76,2.4,-12.1,3.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,S355J2sand,L76,2.4,-12.1,4.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,S355J2sand,L76,2.4,-9.6,4.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,S355J2sand,L76,2.4,-9.6,1.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,S355J2sand,L76,2.2,-8.6,4.5,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,5.4,-2.5,11,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,4.5,-7.5,11,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,5.4,-4.5,9,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,4.5,-7.5,9,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,5.4,-7.5,8,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,4.5,-7.5,8,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,5.4,1,8,1
100,ST100MD0-N2H0-30-2,0.4,10000,S235JR,L76,5.1,-6.7,9,1
100,ST100MD0-N2H0-30-2,0.4,10000,S235JR,L76,4.7,1.1,10.5,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,5.4,-7.5,10,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,5.4,1,9,1
80,ST080MD0-N2H0-30-2,0.4,10000,S355,L76,7.8,1.9,6,1
80,ST080MD0-N2H0-30-2,0.4,10000,S355,L76,7.8,-4.1,12,1
80,ST080MD0-N2H0-30-2,0.4,10000,S355,L76,7.2,1.9,8,1
80,ST080MD0-N2H0-30-2,0.4,10000,S355,L76,7.8,-3.1,12,1
80,ST080MD0-N2H0-30-2,0.4,10000,S355,L76,7.8,0.7,10,1
80,ST080MD0-N2H0-30-2,0.4,10000,S355,L76,7.8,-2.1,12,1
80,ST080MD0-N2H0-30-2,0.4,10000,S355,L76,7.8,1.9,10,1
80,ST080MD0-N2H0-30-2,0.4,10000,S355,L76,7.8,1.9,8,1
80,ST080MD0-N2H0-30-2,0.4,10000,S355,L76,7.8,-4.1,10,1
80,ST080MD0-N2H0-30-2,0.4,10000,S355,L76,7.2,1.9,6,1
80,ST080MD0-N2H0-30-2,0.4,10000,S355,L76,7.8,0.7,12,1
80,ST080MD0-N2H0-30-2,0.4,10000,S355,L76,7.2,1.9,12,1
80,ST080MD0-N2H0-30-2,0.4,10000,S355,L76,7.8,1.9,12,1
60,ST060MD0-N2H0-30-2,0.6,10000,16Mo3,L76,12,1.7,7.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,16Mo3,L76,10.5,1.7,10.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,16Mo3,L76,12,-0.3,8.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,16Mo3,L76,12,1.7,9.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,16Mo3,L76,10.5,1.7,8.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,16Mo3,L76,10.5,1.7,7.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,16Mo3,L76,9.4,1.7,7.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,16Mo3,L76,12,0.7,10.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,16Mo3,L76,11.6,1.7,9.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,16Mo3,L76,11.6,1.7,8.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,16Mo3,L76,12,0.7,7.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,16Mo3,L76,12,0.7,8.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,16Mo3,L76,11.6,1.7,7.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,16Mo3,L76,12,1.7,10.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,16Mo3,L76,11.6,1.7,10.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,16Mo3,L76,12,1.7,8.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,16Mo3,L76,10.5,1.7,9.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,16Mo3,L76,12,0.7,9.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,16Mo3,L76,9.4,1.7,9.5,1
80,ST080MD0-N2H0-30-2,0.4,12000,Unknown,L26,9,-5.8,4.5,1
80,ST080MD0-N2H0-30-2,0.4,12000,Unknown,L26,8.5,1.8,4.5,1
80,ST080MD0-N2H0-30-2,0.4,12000,Unknown,L26,8.5,-5.8,4.5,1
80,ST080MD0-N2H0-30-2,0.4,12000,Unknown,L26,7.5,1.8,6,1
80,ST080MD0-N2H0-30-2,0.4,12000,Unknown,L26,8.5,-3.8,8,1
80,ST080MD0-N2H0-30-2,0.4,12000,Unknown,L26,9,1.8,4.5,1
100,ST100MD0-N2H0-30-2,0.4,10000,16Mo3,L76,5,-4.3,9.5,1
100,ST100MD0-N2H0-30-2,0.4,10000,16Mo3,L76,4.9,-5.3,10.5,1
100,ST100MD0-N2H0-30-2,0.4,10000,16Mo3,L76,4.9,-0.3,7.5,1
100,ST100MD0-N2H0-30-2,0.4,10000,16Mo3,L76,5,-4.3,10.5,1
100,ST100MD0-N2H0-30-2,0.4,10000,16Mo3,L76,5,-3.3,9.5,1
100,ST100MD0-N2H0-30-2,0.4,10000,16Mo3,L76,5,-3.3,10.5,1
100,ST100MD0-N2H0-30-2,0.4,10000,16Mo3,L76,5,-0.3,9.5,1
100,ST100MD0-N2H0-30-2,0.4,10000,16Mo3,L76,4.5,-1.3,9.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,S235JR,L76,2.2,-11.6,4,1
150,ST150MD0-N2H0-30-2,0.4,10000,S235JR,L76,2.2,-11.6,1.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,S235JR,L76,2.2,-11.6,3,1
150,ST150MD0-N2H0-30-2,0.4,10000,S235JR,L76,2.2,-11.6,2.5,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,4.5,-7.5,11,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,4.5,-7.5,9,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,5.4,-7.5,8,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,4.5,-7.5,8,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,4.5,1,9,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,5.4,1,8,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,5.4,-7.5,6,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,5.4,-1,11,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,5.4,1,6,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,5.4,-5.5,11,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,5.4,-3.5,11,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,5.4,-5.5,9,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,5.4,-3.5,10,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,5.4,-1,9,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,5.4,-7.5,11,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,5.4,-1,6,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,5.4,1,11,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,5.4,-2.5,10,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,5.4,-7.5,10,1
100,ST100MD0-N2H0-30-2,0.7,10000,S235JR,L81,5.4,1,9,1
100,ST100MD0-N2H0-30-2,0.7,10000,S355JR,L95,3.8,-5,7.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,S355J2,L76,12,1.7,7.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,S355J2,L76,10.5,1.7,10.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,S355J2,L76,12,1.7,9.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,S355J2,L76,10.5,1.7,8.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,S355J2,L76,10.5,1.7,7.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,S355J2,L76,12,0.7,10.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,S355J2,L76,11.6,1.7,9.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,S355J2,L76,11.6,1.7,8.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,S355J2,L76,12,0.7,7.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,S355J2,L76,12,0.7,8.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,S355J2,L76,11.6,1.7,7.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,S355J2,L76,12,1.7,10.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,S355J2,L76,11.6,1.7,10.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,S355J2,L76,12,1.7,8.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,S355J2,L76,10.5,1.7,9.5,1
60,ST060MD0-N2H0-30-2,0.6,10000,S355J2,L76,12,0.7,9.5,1
80,ST080MD0-N2H0-30-2,0.4,6000,S355,L76,4.4,-3.6,7.5,1
80,ST080MD0-N2H0-30-2,0.4,6000,S355,L76,4.4,-1.3,3,1
80,ST080MD0-N2H0-30-2,0.4,6000,S355,L76,4.4,-1.3,4.5,1
80,ST080MD0-N2H0-30-2,0.4,6000,S355,L76,4.4,1.4,4.5,1
80,ST080MD0-N2H0-30-2,0.4,6000,S355,L76,4.4,-2.6,4.5,1
80,ST080MD0-N2H0-30-2,0.4,6000,S355,L76,3.9,1.4,4.5,1
80,ST080MD0-N2H0-30-2,0.4,6000,S355,L76,4.4,0.4,4.5,1
80,ST080MD0-N2H0-30-2,0.4,6000,S355,L76,4.4,0.4,3,1
80,ST080MD0-N2H0-30-2,0.4,6000,S355,L76,4.4,1.4,6,1
80,ST080MD0-N2H0-30-2,0.4,6000,S355,L76,4.4,-2.6,6,1
80,ST080MD0-N2H0-30-2,0.4,6000,S355,L76,3.9,1.4,6,1
100,ST100MD0-N2H0-30-2,0.4,10000,S235JR,L76,5.1,-6.7,10.5,1
80,ST080MD0-N2H0-30-2,0.4,12000,Unknown,L26,9,1.8,6,1
80,ST080MD0-N2H0-30-2,0.4,12000,Unknown,L26,9,-5.8,8,1
80,ST080MD0-N2H0-30-2,0.4,12000,Unknown,L26,9,-5.8,6,1
80,ST080MD0-N2H0-30-2,0.4,12000,Unknown,L26,9,-6.8,4.5,1
80,ST080MD0-N2H0-30-2,0.4,12000,Unknown,L26,6.5,0.2,8,1
80,ST080MD0-N2H0-30-2,0.4,12000,Unknown,L26,4.5,0.2,8,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,16.8,3.5,28,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,14,-4.5,24,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,14,3.5,24,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,9,3.5,24,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,15.3,-4.5,28,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,14,-4.5,20,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,16.8,-4.5,24,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,9,3.5,20,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,15.3,-4.5,20,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,15.3,3.5,28,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,14,3.5,20,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,16.8,3.5,24,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,16.8,-4.5,20,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,12,3.5,28,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,15.3,3.5,20,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,15.3,-4.5,16,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,15.3,-4.5,24,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,16.8,-4.5,16,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,12,3.5,24,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,16.8,3.5,20,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,14,-4.5,16,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,14,-4.5,28,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,15.3,3.5,16,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,16.8,-4.5,28,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,16.8,3.5,16,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,12,3.5,16,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,12,3.5,20,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,9,3.5,16,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,15.3,3.5,24,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,14,3.5,16,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,14,3.5,28,1
50,ST050MD5-N2S0-30-2,4,10000,S235JR,L76,9,3.5,28,1
80,ST080MD0-N2H0-30-2,0.4,12000,Unknown,L26,8.5,-6.8,8,1
80,ST080MD0-N2H0-30-2,0.4,12000,Unknown,L26,9,-3.8,8,1
80,ST080MD0-N2H0-30-2,0.4,12000,Unknown,L26,9,-4.8,4.5,1
80,ST080MD0-N2H0-30-2,0.4,12000,Unknown,L26,9,1.8,8,1
80,ST080MD0-N2H0-30-2,0.4,12000,Unknown,L26,7.5,1.8,4.5,1
80,ST080MD5-N2S0-30-2,4,10000,S235JR,L76,8.2,-4,16,1
100,ST100MD0-N2H0-30-2,0.4,10000,S235JR,L76,5.1,-6.7,8,1
100,ST100MD0-N2H0-30-2,0.4,10000,S235JR,L76,4.7,-6.7,10.5,1
100,ST100MD0-N2H0-30-2,0.4,10000,S235JR,L76,5.1,-5.4,8,1
80,ST100MD0-N2H0-30-2,0.4,12000,Unknown,L26,6.5,-7.8,4.5,1
80,ST100MD0-N2H0-30-2,0.4,12000,Unknown,L26,4.5,-4.8,4.5,1
80,ST100MD0-N2H0-30-2,0.4,12000,Unknown,L26,6.5,-7.8,8,1
80,ST100MD0-N2H0-30-2,0.4,12000,Unknown,L26,6.5,-7.8,6,1
150,ST150MD0-N2H0-30-2,0.4,10000,S355J2sand,L76,2.4,-12.1,1.5,1
50,ST050MD4-N2S0-30-2,0.5,6000,S235JR,L26,8,-3.8,9,1
50,ST050MD4-N2S0-30-2,2,6000,S235JR,L26,8,-3.8,23.5,1
50,ST050MD4-N2S0-30-2,2.5,6000,S235JR,L26,8,-3.8,23.5,1
50,ST050MD4-N2S0-30-2,0.5,6000,S235JR,L26,8,-2.85,23.5,1
50,ST050MD4-N2S0-30-2,1,6000,S235JR,L26,7,0.6,9,1
50,ST050MD4-N2S0-30-2,1,6000,S235JR,L26,4,-0.65,9,1
50,ST050MD4-N2S0-30-2,2,6000,S235JR,L26,7,-0.65,23.5,1
50,ST050MD4-N2S0-30-2,1,6000,S235JR,L26,8,-3.8,23.5,1
50,ST050MD4-N2S0-30-2,1.5,6000,S235JR,L26,8,-3.8,23.5,1
50,ST050MD4-N2S0-30-2,1,6000,S235JR,L26,7,-2.85,23.5,1
80,ST080MD5-N2S0-30-2,4,10000,S235JR,L76,8.2,-5.5,24,1
80,ST080MD5-N2S0-30-2,4,10000,S235JR,L76,8.2,2.5,24,1
80,ST080MD5-N2S0-30-2,4,10000,S235JR,L76,8.2,-4,24,1
80,ST080MD5-N2S0-30-2,4,10000,S235JR,L76,7.5,2.5,16,1
80,ST080MD5-N2S0-30-2,4,10000,S235JR,L76,8.2,-4,20,1
80,ST080MD5-N2S0-30-2,4,10000,S235JR,L76,8.2,-5.5,16,1
80,ST080MD5-N2S0-30-2,4,10000,S235JR,L76,7.5,-5.5,20,1
80,ST080MD5-N2S0-30-2,4,10000,S235JR,L76,8.2,2.5,28,1
80,ST080MD5-N2S0-30-2,4,10000,S235JR,L76,8.2,-4,28,1
80,ST080MD5-N2S0-30-2,4,10000,S235JR,L76,8.2,2.5,16,1
80,ST080MD5-N2S0-30-2,4,10000,S235JR,L76,7.5,-5.5,16,1
80,ST080MD5-N2S0-30-2,4,10000,S235JR,L76,8.2,-3,28,1
80,ST080MD5-N2S0-30-2,4,10000,S235JR,L76,8.2,-3,16,1
80,ST080MD5-N2S0-30-2,4,10000,S235JR,L76,8.2,-5.5,20,1
80,ST080MD5-N2S0-30-2,4,10000,S235JR,L76,7.5,-5.5,24,1
80,ST080MD5-N2S0-30-2,4,10000,S235JR,L76,8.2,2.5,20,1
80,ST080MD5-N2S0-30-2,4,10000,S235JR,L76,7.5,2.5,24,1
80,ST080MD5-N2S0-30-2,4,10000,S235JR,L76,8.2,-5.5,28,1
80,ST080MD5-N2S0-30-2,4,10000,S235JR,L76,8.2,-3,24,1
80,ST080MD5-N2S0-30-2,4,10000,S235JR,L76,8.2,-3,20,1
80,ST080MD5-N2S0-30-2,4,10000,S235JR,L76,7.5,2.5,28,1
100,ST100MD0-N2H0-30-2,0.7,10000,S355JR,L95,4.2,-5,7.5,1
100,ST100MD0-N2H0-30-2,0.7,10000,S355JR,L95,4.4,-4,7.5,1
100,ST100MD0-N2H0-30-2,0.7,10000,S355JR,L95,3.8,-4,10.5,1
100,ST100MD0-N2H0-30-2,0.7,10000,S355JR,L95,4.2,-3,10.5,1
50,ST050MD4-N2S0-30-2,0.5,6000,S235JR,L26,8,-3.8,11.5,1
50,ST050MD4-N2S0-30-2,1.5,6000,S235JR,L26,8,-3.8,11.5,1
50,ST050MD4-N2S0-30-2,2.5,6000,S235JR,L26,8,-3.8,11.5,1
50,ST050MD4-N2S0-30-2,0.5,6000,S235JR,L26,8,-3.8,18.5,1
50,ST050MD4-N2S0-30-2,1.5,6000,S235JR,L26,8,-3.8,18.5,1
50,ST050MD4-N2S0-30-2,0.5,6000,S235JR,L26,8,-3.8,21,1
50,ST050MD4-N2S0-30-2,1.5,6000,S235JR,L26,8,-3.8,21,1
50,ST050MD4-N2S0-30-2,2.5,6000,S235JR,L26,8,-3.8,21,1
50,ST050MD4-N2S0-30-2,2,6000,S235JR,L26,8,-3.8,21,1
50,ST050MD4-N2S0-30-2,2,6000,S235JR,L26,8,-3.8,18.5,1
50,ST050MD4-N2S0-30-2,2,6000,S235JR,L26,7,-3.8,16,1
50,ST050MD4-N2S0-30-2,1,6000,S235JR,L26,8,-3.8,18.5,1
50,ST050MD4-N2S0-30-2,2.5,6000,S235JR,L26,6,-3.8,11.5,1
50,ST050MD4-N2S0-30-2,1,6000,S235JR,L26,8,-3.8,16,1
50,ST050MD4-N2S0-30-2,1.5,6000,S235JR,L26,8,-3.8,16,1
50,ST050MD4-N2S0-30-2,0.5,6000,S235JR,L26,8,-3.8,16,1
50,ST050MD4-N2S0-30-2,2,6000,S235JR,L26,8,-3.8,16,1
50,ST050MD4-N2S0-30-2,2.5,6000,S235JR,L26,8,-3.8,16,1
50,ST050MD4-N2S0-30-2,0.5,6000,S235JR,L26,8,-2.85,21,1
50,ST050MD4-N2S0-30-2,1,6000,S235JR,L26,8,-3.8,21,1
50,ST050MD4-N2S0-30-2,1,6000,S235JR,L26,8,-2.85,21,1
150,ST150MD0-N2H0-30-2,0.4,10000,H450,L76,2.55,-9.6,1.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,H450,L76,2.55,-12.1,1.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,H450,L76,2.55,-10.6,3.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,H450,L76,2.55,-9.6,2.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,H450,L76,2.55,-12.1,3.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,H450,L76,2.55,-10.6,4.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,H450,L76,2.55,-7.1,1.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,H450,L76,2.55,-12.1,2.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,H450,L76,2.55,-10.6,1.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,H450,L76,2.55,-12.1,4.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,H450,L76,2.55,-8.6,1.5,1
80,ST080MD0-N2H0-30-2,0.4,6000,S355,L76,4.4,-1.9,7.5,1
80,ST080MD0-N2H0-30-2,0.4,6000,S355,L76,3.9,1.4,3,1
80,ST080MD0-N2H0-30-2,0.4,6000,S355J2,L95,3.9,-3.1,7.5,1
80,ST080MD0-N2H0-30-2,0.4,6000,S355J2,L95,3.7,-0.1,4.5,1
80,ST080MD0-N2H0-30-2,0.4,6000,S355J2,L95,3.9,-0.1,7.5,1
80,ST080MD0-N2H0-30-2,0.4,6000,S355J2,L95,3.9,-0.1,4.5,1
80,ST080MD0-N2H0-30-2,0.4,6000,S355J2,L95,3.7,-0.1,7.5,1
80,ST080MD0-N2H0-30-2,0.4,6000,S355J2,L95,3.9,-1.1,7.5,1
80,ST080MD0-N2H0-30-2,0.4,6000,S355J2,L95,3.9,-1.1,5.5,1
80,ST080MD0-N2H0-30-2,0.4,6000,S355J2,L95,3.9,-0.1,5.5,1
80,ST080MD0-N2H0-30-2,0.4,6000,S355J2,L95,3.7,-0.1,6.5,1
80,ST080MD0-N2H0-30-2,0.4,6000,S355J2,L95,3.9,-1.1,4.5,1
80,ST080MD0-N2H0-30-2,0.4,6000,S355J2,L95,3.7,-0.1,5.5,1
80,ST080MD0-N2H0-30-2,0.4,6000,S355J2,L95,3.9,-1.1,6.5,1
80,ST080MD0-N2H0-30-2,0.4,6000,S355J2,L95,3.9,-2.1,7.5,1
80,ST080MD0-N2H0-30-2,0.4,6000,S355J2,L95,3.9,-0.1,6.5,1
50,ST050MD4-N2S0-30-2,0.5,6000,S235JR,L26,7,-1.9,16,1
50,ST050MD4-N2S0-30-2,0.5,6000,S235JR,L26,8,-3.8,23.5,1
80,ST080MD0-N2H0-30-2,0.4,12000,Unknown,L26,9,-4.8,8,1
80,ST080MD0-N2H0-30-2,0.4,12000,Unknown,L26,9,-6.8,8,1
80,ST080MD0-N2H0-30-2,0.4,12000,Unknown,L26,8.5,-6.8,6,1
30,ST030MD4-N2S0-30-2,0.5,6000,S235JR,L26,19,-1.6,17,1
150,ST150MD0-N2H0-30-2,0.4,10000,H400,L76,2.55,-10.6,2.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,H400,L76,2.55,-9.6,1.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,H400,L76,2.55,-12.1,1.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,H400,L76,2.55,-10.6,3.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,H400,L76,2.55,-9.6,2.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,H400,L76,2.55,-12.1,3.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,H400,L76,2.55,-9.6,3.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,H400,L76,2.55,-10.6,4.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,H400,L76,2.55,-9.6,4.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,H400,L76,2.55,-12.1,2.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,H400,L76,2.55,-10.6,1.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,H400,L76,2.55,-12.1,4.5,1
80,ST080MD0-N2H0-30-2,0.4,10000,S235JR,L76,7.8,-4.1,8,1
80,ST080MD0-N2H0-30-2,0.4,10000,S235JR,L76,7.8,-0.3,12,1
80,ST080MD0-N2H0-30-2,0.4,10000,S235JR,L76,7.8,1.9,6,1
80,ST080MD0-N2H0-30-2,0.4,10000,S235JR,L76,7.8,-4.1,12,1
80,ST080MD0-N2H0-30-2,0.4,10000,S235JR,L76,7.2,1.9,8,1
80,ST080MD0-N2H0-30-2,0.4,10000,S235JR,L76,7.8,-3.1,12,1
80,ST080MD0-N2H0-30-2,0.4,10000,S235JR,L76,7.8,-4.1,6,1
150,ST150MD0-N2H0-30-2,0.4,10000,S355J2,L76,2.55,-10.6,2.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,S355J2,L76,2.55,-7.1,4.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,S355J2,L76,2.55,-9.6,1.5,1
150,ST150MD0-N2H0-30-2,0.4,10000,S355J2,L76,2.55,-12.1,1.5,1
